0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
DB22DZZ Stereotactic Other Photon Radiosurgery of Lung
DB22HZZ Stereotactic Particulate Radiosurgery of Lung
DB22JZZ Stereotactic Gamma Beam Radiosurgery of Lung
DB25DZZ Stereotactic Other Photon Radiosurgery of Pleura
DB25HZZ Stereotactic Particulate Radiosurgery of Pleura
DB25JZZ Stereotactic Gamma Beam Radiosurgery of Pleura
DB26DZZ Stereotactic Other Photon Radiosurgery of Mediastinum
DB26HZZ Stereotactic Particulate Radiosurgery of Mediastinum
DB26JZZ Stereotactic Gamma Beam Radiosurgery of Mediastinum
DB27DZZ Stereotactic Other Photon Radiosurgery of Chest Wall
DB27HZZ Stereotactic Particulate Radiosurgery of Chest Wall
DB27JZZ Stereotactic Gamma Beam Radiosurgery of Chest Wall
DB28DZZ Stereotactic Other Photon Radiosurgery of Diaphragm
DB28HZZ Stereotactic Particulate Radiosurgery of Diaphragm
DB28JZZ Stereotactic Gamma Beam Radiosurgery of Diaphragm
DBY07ZZ Contact Radiation of Trachea
DBY08ZZ Hyperthermia of Trachea
DBY0FZZ Plaque Radiation of Trachea
DBY0KZZ Laser Interstitial Thermal Therapy of Trachea
DBY17ZZ Contact Radiation of Bronchus
DBY18ZZ Hyperthermia of Bronchus
DBY1FZZ Plaque Radiation of Bronchus
DBY1KZZ Laser Interstitial Thermal Therapy of Bronchus
DBY27ZZ Contact Radiation of Lung
DBY28ZZ Hyperthermia of Lung
DBY2FZZ Plaque Radiation of Lung
DBY2KZZ Laser Interstitial Thermal Therapy of Lung
DBY57ZZ Contact Radiation of Pleura
DBY58ZZ Hyperthermia of Pleura
DBY5FZZ Plaque Radiation of Pleura
DBY5KZZ Laser Interstitial Thermal Therapy of Pleura
DBY67ZZ Contact Radiation of Mediastinum
DBY68ZZ Hyperthermia of Mediastinum
DBY6FZZ Plaque Radiation of Mediastinum
DBY6KZZ Laser Interstitial Thermal Therapy of Mediastinum
DBY77ZZ Contact Radiation of Chest Wall
DBY78ZZ Hyperthermia of Chest Wall
DBY7FZZ Plaque Radiation of Chest Wall
DBY7KZZ Laser Interstitial Thermal Therapy of Chest Wall
DBY87ZZ Contact Radiation of Diaphragm
DBY88ZZ Hyperthermia of Diaphragm
DBY8FZZ Plaque Radiation of Diaphragm
DBY8KZZ Laser Interstitial Thermal Therapy of Diaphragm
DD000ZZ Beam Radiation of Esophagus using Photons <1 MeV
DD001ZZ Beam Radiation of Esophagus using Photons 1 - 10 MeV
DD002ZZ Beam Radiation of Esophagus using Photons >10 MeV
DD003Z0 Beam Radiation of Esophagus using Electrons, Intraoperative
DD003ZZ Beam Radiation of Esophagus using Electrons
DD004ZZ Beam Radiation of Esophagus using Heavy Particles (Protons,Ions)
DD005ZZ Beam Radiation of Esophagus using Neutrons
DD006ZZ Beam Radiation of Esophagus using Neutron Capture
DD010ZZ Beam Radiation of Stomach using Photons <1 MeV
DD011ZZ Beam Radiation of Stomach using Photons 1 - 10 MeV
DD012ZZ Beam Radiation of Stomach using Photons >10 MeV
DD013Z0 Beam Radiation of Stomach using Electrons, Intraoperative
DD013ZZ Beam Radiation of Stomach using Electrons
DD014ZZ Beam Radiation of Stomach using Heavy Particles (Protons,Ions)
DD015ZZ Beam Radiation of Stomach using Neutrons
DD016ZZ Beam Radiation of Stomach using Neutron Capture
DD020ZZ Beam Radiation of Duodenum using Photons <1 MeV
DD021ZZ Beam Radiation of Duodenum using Photons 1 - 10 MeV
DD022ZZ Beam Radiation of Duodenum using Photons >10 MeV
DD023Z0 Beam Radiation of Duodenum using Electrons, Intraoperative
DD023ZZ Beam Radiation of Duodenum using Electrons
DD024ZZ Beam Radiation of Duodenum using Heavy Particles (Protons,Ions)
DD025ZZ Beam Radiation of Duodenum using Neutrons
DD026ZZ Beam Radiation of Duodenum using Neutron Capture
DD030ZZ Beam Radiation of Jejunum using Photons <1 MeV
DD031ZZ Beam Radiation of Jejunum using Photons 1 - 10 MeV
DD032ZZ Beam Radiation of Jejunum using Photons >10 MeV
DD033Z0 Beam Radiation of Jejunum using Electrons, Intraoperative
DD033ZZ Beam Radiation of Jejunum using Electrons
DD034ZZ Beam Radiation of Jejunum using Heavy Particles (Protons,Ions)
DD035ZZ Beam Radiation of Jejunum using Neutrons
DD036ZZ Beam Radiation of Jejunum using Neutron Capture
DD040ZZ Beam Radiation of Ileum using Photons <1 MeV
DD041ZZ Beam Radiation of Ileum using Photons 1 - 10 MeV
DD042ZZ Beam Radiation of Ileum using Photons >10 MeV
DD043Z0 Beam Radiation of Ileum using Electrons, Intraoperative
DD043ZZ Beam Radiation of Ileum using Electrons
DD044ZZ Beam Radiation of Ileum using Heavy Particles (Protons,Ions)
DD045ZZ Beam Radiation of Ileum using Neutrons
DD046ZZ Beam Radiation of Ileum using Neutron Capture
DD050ZZ Beam Radiation of Colon using Photons <1 MeV
DD051ZZ Beam Radiation of Colon using Photons 1 - 10 MeV
DD052ZZ Beam Radiation of Colon using Photons >10 MeV
DD053Z0 Beam Radiation of Colon using Electrons, Intraoperative
DD053ZZ Beam Radiation of Colon using Electrons
DD054ZZ Beam Radiation of Colon using Heavy Particles (Protons,Ions)
DD055ZZ Beam Radiation of Colon using Neutrons
DD056ZZ Beam Radiation of Colon using Neutron Capture
DD070ZZ Beam Radiation of Rectum using Photons <1 MeV
DD071ZZ Beam Radiation of Rectum using Photons 1 - 10 MeV
DD072ZZ Beam Radiation of Rectum using Photons >10 MeV
DD073Z0 Beam Radiation of Rectum using Electrons, Intraoperative
DD073ZZ Beam Radiation of Rectum using Electrons
DD074ZZ Beam Radiation of Rectum using Heavy Particles (Protons,Ions)
DD075ZZ Beam Radiation of Rectum using Neutrons
DD076ZZ Beam Radiation of Rectum using Neutron Capture
DD1097Z High Dose Rate (HDR) Brachytherapy of Esophagus using Cesium 137 (Cs-137)
DD1098Z High Dose Rate (HDR) Brachytherapy of Esophagus using Iridium 192 (Ir-192)
DD1099Z High Dose Rate (HDR) Brachytherapy of Esophagus using Iodine 125 (I-125)
DD109BZ High Dose Rate (HDR) Brachytherapy of Esophagus using Palladium 103 (Pd-103)
DD109CZ High Dose Rate (HDR) Brachytherapy of Esophagus using Californium 252 (Cf-252)
DD109YZ High Dose Rate (HDR) Brachytherapy of Esophagus using Other Isotope
DD10B6Z Low Dose Rate (LDR) Brachytherapy of Esophagus using Cesium 131 (Cs-131)
DD10B7Z Low Dose Rate (LDR) Brachytherapy of Esophagus using Cesium 137 (Cs-137)
DD10B8Z Low Dose Rate (LDR) Brachytherapy of Esophagus using Iridium 192 (Ir-192)
DD10B9Z Low Dose Rate (LDR) Brachytherapy of Esophagus using Iodine 125 (I-125)
DD10BB1 Low Dose Rate (LDR) Brachytherapy of Esophagus using Palladium 103 (Pd-103), Unidirectional Source
DD10BBZ Low Dose Rate (LDR) Brachytherapy of Esophagus using Palladium 103 (Pd-103)
DD10BCZ Low Dose Rate (LDR) Brachytherapy of Esophagus using Californium 252 (Cf-252)
DD10BYZ Low Dose Rate (LDR) Brachytherapy of Esophagus using Other Isotope
DD1197Z High Dose Rate (HDR) Brachytherapy of Stomach using Cesium 137 (Cs-137)
DD1198Z High Dose Rate (HDR) Brachytherapy of Stomach using Iridium 192 (Ir-192)
DD1199Z High Dose Rate (HDR) Brachytherapy of Stomach using Iodine 125 (I-125)
DD119BZ High Dose Rate (HDR) Brachytherapy of Stomach using Palladium 103 (Pd-103)
DD119CZ High Dose Rate (HDR) Brachytherapy of Stomach using Californium 252 (Cf-252)
DD119YZ High Dose Rate (HDR) Brachytherapy of Stomach using Other Isotope
DD11B6Z Low Dose Rate (LDR) Brachytherapy of Stomach using Cesium 131 (Cs-131)
DD11B7Z Low Dose Rate (LDR) Brachytherapy of Stomach using Cesium 137 (Cs-137)
DD11B8Z Low Dose Rate (LDR) Brachytherapy of Stomach using Iridium 192 (Ir-192)
DD11B9Z Low Dose Rate (LDR) Brachytherapy of Stomach using Iodine 125 (I-125)
DD11BB1 Low Dose Rate (LDR) Brachytherapy of Stomach using Palladium 103 (Pd-103), Unidirectional Source
DD11BBZ Low Dose Rate (LDR) Brachytherapy of Stomach using Palladium 103 (Pd-103)
DD11BCZ Low Dose Rate (LDR) Brachytherapy of Stomach using Californium 252 (Cf-252)
DD11BYZ Low Dose Rate (LDR) Brachytherapy of Stomach using Other Isotope
DD1297Z High Dose Rate (HDR) Brachytherapy of Duodenum using Cesium 137 (Cs-137)
DD1298Z High Dose Rate (HDR) Brachytherapy of Duodenum using Iridium 192 (Ir-192)
DD1299Z High Dose Rate (HDR) Brachytherapy of Duodenum using Iodine 125 (I-125)
DD129BZ High Dose Rate (HDR) Brachytherapy of Duodenum using Palladium 103 (Pd-103)
DD129CZ High Dose Rate (HDR) Brachytherapy of Duodenum using Californium 252 (Cf-252)
DD129YZ High Dose Rate (HDR) Brachytherapy of Duodenum using Other Isotope
DD12B6Z Low Dose Rate (LDR) Brachytherapy of Duodenum using Cesium 131 (Cs-131)
DD12B7Z Low Dose Rate (LDR) Brachytherapy of Duodenum using Cesium 137 (Cs-137)
DD12B8Z Low Dose Rate (LDR) Brachytherapy of Duodenum using Iridium 192 (Ir-192)
DD12B9Z Low Dose Rate (LDR) Brachytherapy of Duodenum using Iodine 125 (I-125)
DD12BB1 Low Dose Rate (LDR) Brachytherapy of Duodenum using Palladium 103 (Pd-103), Unidirectional Source
DD12BBZ Low Dose Rate (LDR) Brachytherapy of Duodenum using Palladium 103 (Pd-103)
DD12BCZ Low Dose Rate (LDR) Brachytherapy of Duodenum using Californium 252 (Cf-252)
DD12BYZ Low Dose Rate (LDR) Brachytherapy of Duodenum using Other Isotope
DD1397Z High Dose Rate (HDR) Brachytherapy of Jejunum using Cesium 137 (Cs-137)
DD1398Z High Dose Rate (HDR) Brachytherapy of Jejunum using Iridium 192 (Ir-192)
DD1399Z High Dose Rate (HDR) Brachytherapy of Jejunum using Iodine 125 (I-125)
DD139BZ High Dose Rate (HDR) Brachytherapy of Jejunum using Palladium 103 (Pd-103)
DD139CZ High Dose Rate (HDR) Brachytherapy of Jejunum using Californium 252 (Cf-252)
DD139YZ High Dose Rate (HDR) Brachytherapy of Jejunum using Other Isotope
DD13B6Z Low Dose Rate (LDR) Brachytherapy of Jejunum using Cesium 131 (Cs-131)
DD13B7Z Low Dose Rate (LDR) Brachytherapy of Jejunum using Cesium 137 (Cs-137)
DD13B8Z Low Dose Rate (LDR) Brachytherapy of Jejunum using Iridium 192 (Ir-192)
DD13B9Z Low Dose Rate (LDR) Brachytherapy of Jejunum using Iodine 125 (I-125)
DD13BB1 Low Dose Rate (LDR) Brachytherapy of Jejunum using Palladium 103 (Pd-103), Unidirectional Source
DD13BBZ Low Dose Rate (LDR) Brachytherapy of Jejunum using Palladium 103 (Pd-103)
DD13BCZ Low Dose Rate (LDR) Brachytherapy of Jejunum using Californium 252 (Cf-252)
DD13BYZ Low Dose Rate (LDR) Brachytherapy of Jejunum using Other Isotope
DD1497Z High Dose Rate (HDR) Brachytherapy of Ileum using Cesium 137 (Cs-137)
DD1498Z High Dose Rate (HDR) Brachytherapy of Ileum using Iridium 192 (Ir-192)
DD1499Z High Dose Rate (HDR) Brachytherapy of Ileum using Iodine 125 (I-125)
DD149BZ High Dose Rate (HDR) Brachytherapy of Ileum using Palladium 103 (Pd-103)
DD149CZ High Dose Rate (HDR) Brachytherapy of Ileum using Californium 252 (Cf-252)
DD149YZ High Dose Rate (HDR) Brachytherapy of Ileum using Other Isotope
DD14B6Z Low Dose Rate (LDR) Brachytherapy of Ileum using Cesium 131 (Cs-131)
DD14B7Z Low Dose Rate (LDR) Brachytherapy of Ileum using Cesium 137 (Cs-137)
DD14B8Z Low Dose Rate (LDR) Brachytherapy of Ileum using Iridium 192 (Ir-192)
DD14B9Z Low Dose Rate (LDR) Brachytherapy of Ileum using Iodine 125 (I-125)
DD14BB1 Low Dose Rate (LDR) Brachytherapy of Ileum using Palladium 103 (Pd-103), Unidirectional Source
DD14BBZ Low Dose Rate (LDR) Brachytherapy of Ileum using Palladium 103 (Pd-103)
DD14BCZ Low Dose Rate (LDR) Brachytherapy of Ileum using Californium 252 (Cf-252)
DD14BYZ Low Dose Rate (LDR) Brachytherapy of Ileum using Other Isotope
DD1597Z High Dose Rate (HDR) Brachytherapy of Colon using Cesium 137 (Cs-137)
DD1598Z High Dose Rate (HDR) Brachytherapy of Colon using Iridium 192 (Ir-192)
DD1599Z High Dose Rate (HDR) Brachytherapy of Colon using Iodine 125 (I-125)
DD159BZ High Dose Rate (HDR) Brachytherapy of Colon using Palladium 103 (Pd-103)
DD159CZ High Dose Rate (HDR) Brachytherapy of Colon using Californium 252 (Cf-252)
DD159YZ High Dose Rate (HDR) Brachytherapy of Colon using Other Isotope
DD15B6Z Low Dose Rate (LDR) Brachytherapy of Colon using Cesium 131 (Cs-131)
DD15B7Z Low Dose Rate (LDR) Brachytherapy of Colon using Cesium 137 (Cs-137)
DD15B8Z Low Dose Rate (LDR) Brachytherapy of Colon using Iridium 192 (Ir-192)
DD15B9Z Low Dose Rate (LDR) Brachytherapy of Colon using Iodine 125 (I-125)
DD15BB1 Low Dose Rate (LDR) Brachytherapy of Colon using Palladium 103 (Pd-103), Unidirectional Source
DD15BBZ Low Dose Rate (LDR) Brachytherapy of Colon using Palladium 103 (Pd-103)
DD15BCZ Low Dose Rate (LDR) Brachytherapy of Colon using Californium 252 (Cf-252)
DD15BYZ Low Dose Rate (LDR) Brachytherapy of Colon using Other Isotope
DD1797Z High Dose Rate (HDR) Brachytherapy of Rectum using Cesium 137 (Cs-137)
DD1798Z High Dose Rate (HDR) Brachytherapy of Rectum using Iridium 192 (Ir-192)
DD1799Z High Dose Rate (HDR) Brachytherapy of Rectum using Iodine 125 (I-125)
DD179BZ High Dose Rate (HDR) Brachytherapy of Rectum using Palladium 103 (Pd-103)
DD179CZ High Dose Rate (HDR) Brachytherapy of Rectum using Californium 252 (Cf-252)
DD179YZ High Dose Rate (HDR) Brachytherapy of Rectum using Other Isotope
DD17B6Z Low Dose Rate (LDR) Brachytherapy of Rectum using Cesium 131 (Cs-131)
DD17B7Z Low Dose Rate (LDR) Brachytherapy of Rectum using Cesium 137 (Cs-137)
DD17B8Z Low Dose Rate (LDR) Brachytherapy of Rectum using Iridium 192 (Ir-192)
DD17B9Z Low Dose Rate (LDR) Brachytherapy of Rectum using Iodine 125 (I-125)
DD17BB1 Low Dose Rate (LDR) Brachytherapy of Rectum using Palladium 103 (Pd-103), Unidirectional Source
DD17BBZ Low Dose Rate (LDR) Brachytherapy of Rectum using Palladium 103 (Pd-103)
DD17BCZ Low Dose Rate (LDR) Brachytherapy of Rectum using Californium 252 (Cf-252)
DD17BYZ Low Dose Rate (LDR) Brachytherapy of Rectum using Other Isotope
DD20DZZ Stereotactic Other Photon Radiosurgery of Esophagus
DD20HZZ Stereotactic Particulate Radiosurgery of Esophagus
DD20JZZ Stereotactic Gamma Beam Radiosurgery of Esophagus
DD21DZZ Stereotactic Other Photon Radiosurgery of Stomach
DD21HZZ Stereotactic Particulate Radiosurgery of Stomach
DD21JZZ Stereotactic Gamma Beam Radiosurgery of Stomach
DD22DZZ Stereotactic Other Photon Radiosurgery of Duodenum
DD22HZZ Stereotactic Particulate Radiosurgery of Duodenum
DD22JZZ Stereotactic Gamma Beam Radiosurgery of Duodenum
DD23DZZ Stereotactic Other Photon Radiosurgery of Jejunum
DD23HZZ Stereotactic Particulate Radiosurgery of Jejunum
DD23JZZ Stereotactic Gamma Beam Radiosurgery of Jejunum
DD24DZZ Stereotactic Other Photon Radiosurgery of Ileum
DD24HZZ Stereotactic Particulate Radiosurgery of Ileum
DD24JZZ Stereotactic Gamma Beam Radiosurgery of Ileum
DD25DZZ Stereotactic Other Photon Radiosurgery of Colon
DD25HZZ Stereotactic Particulate Radiosurgery of Colon
DD25JZZ Stereotactic Gamma Beam Radiosurgery of Colon
DD27DZZ Stereotactic Other Photon Radiosurgery of Rectum
DD27HZZ Stereotactic Particulate Radiosurgery of Rectum
DD27JZZ Stereotactic Gamma Beam Radiosurgery of Rectum
DDY07ZZ Contact Radiation of Esophagus
DDY08ZZ Hyperthermia of Esophagus
DDY0FZZ Plaque Radiation of Esophagus
DDY0KZZ Laser Interstitial Thermal Therapy of Esophagus
DDY17ZZ Contact Radiation of Stomach
DDY18ZZ Hyperthermia of Stomach
DDY1CZZ Intraoperative Radiation Therapy (IORT) of Stomach
DDY1FZZ Plaque Radiation of Stomach
DDY1KZZ Laser Interstitial Thermal Therapy of Stomach
DDY27ZZ Contact Radiation of Duodenum
DDY28ZZ Hyperthermia of Duodenum
DDY2CZZ Intraoperative Radiation Therapy (IORT) of Duodenum
DDY2FZZ Plaque Radiation of Duodenum
DDY2KZZ Laser Interstitial Thermal Therapy of Duodenum
DDY37ZZ Contact Radiation of Jejunum
DDY38ZZ Hyperthermia of Jejunum
DDY3CZZ Intraoperative Radiation Therapy (IORT) of Jejunum
DDY3FZZ Plaque Radiation of Jejunum
DDY3KZZ Laser Interstitial Thermal Therapy of Jejunum
DDY47ZZ Contact Radiation of Ileum
DDY48ZZ Hyperthermia of Ileum
DDY4CZZ Intraoperative Radiation Therapy (IORT) of Ileum
DDY4FZZ Plaque Radiation of Ileum
DDY4KZZ Laser Interstitial Thermal Therapy of Ileum
DDY57ZZ Contact Radiation of Colon
DDY58ZZ Hyperthermia of Colon
DDY5CZZ Intraoperative Radiation Therapy (IORT) of Colon
DDY5FZZ Plaque Radiation of Colon
DDY5KZZ Laser Interstitial Thermal Therapy of Colon
DDY77ZZ Contact Radiation of Rectum
DDY78ZZ Hyperthermia of Rectum
DDY7CZZ Intraoperative Radiation Therapy (IORT) of Rectum
DDY7FZZ Plaque Radiation of Rectum
DDY7KZZ Laser Interstitial Thermal Therapy of Rectum
DDY8CZZ Intraoperative Radiation Therapy (IORT) of Anus
DDY8FZZ Plaque Radiation of Anus
DDY8KZZ Laser Interstitial Thermal Therapy of Anus
DF000ZZ Beam Radiation of Liver using Photons <1 MeV
DF001ZZ Beam Radiation of Liver using Photons 1 - 10 MeV
DF002ZZ Beam Radiation of Liver using Photons >10 MeV
DF003Z0 Beam Radiation of Liver using Electrons, Intraoperative
DF003ZZ Beam Radiation of Liver using Electrons
DF004ZZ Beam Radiation of Liver using Heavy Particles (Protons,Ions)
DF005ZZ Beam Radiation of Liver using Neutrons
DF006ZZ Beam Radiation of Liver using Neutron Capture
DF010ZZ Beam Radiation of Gallbladder using Photons <1 MeV
DF011ZZ Beam Radiation of Gallbladder using Photons 1 - 10 MeV
DF012ZZ Beam Radiation of Gallbladder using Photons >10 MeV
DF013Z0 Beam Radiation of Gallbladder using Electrons, Intraoperative
DF013ZZ Beam Radiation of Gallbladder using Electrons
DF014ZZ Beam Radiation of Gallbladder using Heavy Particles (Protons,Ions)
DF015ZZ Beam Radiation of Gallbladder using Neutrons
DF016ZZ Beam Radiation of Gallbladder using Neutron Capture
DF020ZZ Beam Radiation of Bile Ducts using Photons <1 MeV
DF021ZZ Beam Radiation of Bile Ducts using Photons 1 - 10 MeV
DF022ZZ Beam Radiation of Bile Ducts using Photons >10 MeV
DF023Z0 Beam Radiation of Bile Ducts using Electrons, Intraoperative
DF023ZZ Beam Radiation of Bile Ducts using Electrons
DF024ZZ Beam Radiation of Bile Ducts using Heavy Particles (Protons,Ions)
DF025ZZ Beam Radiation of Bile Ducts using Neutrons
DF026ZZ Beam Radiation of Bile Ducts using Neutron Capture
DF030ZZ Beam Radiation of Pancreas using Photons <1 MeV
DF031ZZ Beam Radiation of Pancreas using Photons 1 - 10 MeV
DF032ZZ Beam Radiation of Pancreas using Photons >10 MeV
DF033Z0 Beam Radiation of Pancreas using Electrons, Intraoperative
DF033ZZ Beam Radiation of Pancreas using Electrons
DF034ZZ Beam Radiation of Pancreas using Heavy Particles (Protons,Ions)
DF035ZZ Beam Radiation of Pancreas using Neutrons
DF036ZZ Beam Radiation of Pancreas using Neutron Capture
DF1097Z High Dose Rate (HDR) Brachytherapy of Liver using Cesium 137 (Cs-137)
DF1098Z High Dose Rate (HDR) Brachytherapy of Liver using Iridium 192 (Ir-192)
DF1099Z High Dose Rate (HDR) Brachytherapy of Liver using Iodine 125 (I-125)
DF109BZ High Dose Rate (HDR) Brachytherapy of Liver using Palladium 103 (Pd-103)
DF109CZ High Dose Rate (HDR) Brachytherapy of Liver using Californium 252 (Cf-252)
DF109YZ High Dose Rate (HDR) Brachytherapy of Liver using Other Isotope
DF10B6Z Low Dose Rate (LDR) Brachytherapy of Liver using Cesium 131 (Cs-131)
DF10B7Z Low Dose Rate (LDR) Brachytherapy of Liver using Cesium 137 (Cs-137)
DF10B8Z Low Dose Rate (LDR) Brachytherapy of Liver using Iridium 192 (Ir-192)
DF10B9Z Low Dose Rate (LDR) Brachytherapy of Liver using Iodine 125 (I-125)
DF10BB1 Low Dose Rate (LDR) Brachytherapy of Liver using Palladium 103 (Pd-103), Unidirectional Source
DF10BBZ Low Dose Rate (LDR) Brachytherapy of Liver using Palladium 103 (Pd-103)
DF10BCZ Low Dose Rate (LDR) Brachytherapy of Liver using Californium 252 (Cf-252)
DF10BYZ Low Dose Rate (LDR) Brachytherapy of Liver using Other Isotope
DF1197Z High Dose Rate (HDR) Brachytherapy of Gallbladder using Cesium 137 (Cs-137)
DF1198Z High Dose Rate (HDR) Brachytherapy of Gallbladder using Iridium 192 (Ir-192)
DF1199Z High Dose Rate (HDR) Brachytherapy of Gallbladder using Iodine 125 (I-125)
DF119BZ High Dose Rate (HDR) Brachytherapy of Gallbladder using Palladium 103 (Pd-103)
DF119CZ High Dose Rate (HDR) Brachytherapy of Gallbladder using Californium 252 (Cf-252)
DF119YZ High Dose Rate (HDR) Brachytherapy of Gallbladder using Other Isotope
DF11B6Z Low Dose Rate (LDR) Brachytherapy of Gallbladder using Cesium 131 (Cs-131)
DF11B7Z Low Dose Rate (LDR) Brachytherapy of Gallbladder using Cesium 137 (Cs-137)
DF11B8Z Low Dose Rate (LDR) Brachytherapy of Gallbladder using Iridium 192 (Ir-192)
DF11B9Z Low Dose Rate (LDR) Brachytherapy of Gallbladder using Iodine 125 (I-125)
DF11BB1 Low Dose Rate (LDR) Brachytherapy of Gallbladder using Palladium 103 (Pd-103), Unidirectional Source
DF11BBZ Low Dose Rate (LDR) Brachytherapy of Gallbladder using Palladium 103 (Pd-103)
DF11BCZ Low Dose Rate (LDR) Brachytherapy of Gallbladder using Californium 252 (Cf-252)
DF11BYZ Low Dose Rate (LDR) Brachytherapy of Gallbladder using Other Isotope
DF1297Z High Dose Rate (HDR) Brachytherapy of Bile Ducts using Cesium 137 (Cs-137)
DF1298Z High Dose Rate (HDR) Brachytherapy of Bile Ducts using Iridium 192 (Ir-192)
DF1299Z High Dose Rate (HDR) Brachytherapy of Bile Ducts using Iodine 125 (I-125)
DF129BZ High Dose Rate (HDR) Brachytherapy of Bile Ducts using Palladium 103 (Pd-103)
DF129CZ High Dose Rate (HDR) Brachytherapy of Bile Ducts using Californium 252 (Cf-252)
DF129YZ High Dose Rate (HDR) Brachytherapy of Bile Ducts using Other Isotope
DF12B6Z Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Cesium 131 (Cs-131)
DF12B7Z Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Cesium 137 (Cs-137)
DF12B8Z Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Iridium 192 (Ir-192)
DF12B9Z Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Iodine 125 (I-125)
DF12BB1 Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Palladium 103 (Pd-103), Unidirectional Source
DF12BBZ Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Palladium 103 (Pd-103)
DF12BCZ Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Californium 252 (Cf-252)
DF12BYZ Low Dose Rate (LDR) Brachytherapy of Bile Ducts using Other Isotope
DF1397Z High Dose Rate (HDR) Brachytherapy of Pancreas using Cesium 137 (Cs-137)
DF1398Z High Dose Rate (HDR) Brachytherapy of Pancreas using Iridium 192 (Ir-192)
DF1399Z High Dose Rate (HDR) Brachytherapy of Pancreas using Iodine 125 (I-125)
DF139BZ High Dose Rate (HDR) Brachytherapy of Pancreas using Palladium 103 (Pd-103)
DF139CZ High Dose Rate (HDR) Brachytherapy of Pancreas using Californium 252 (Cf-252)
DF139YZ High Dose Rate (HDR) Brachytherapy of Pancreas using Other Isotope
DF13B6Z Low Dose Rate (LDR) Brachytherapy of Pancreas using Cesium 131 (Cs-131)
DF13B7Z Low Dose Rate (LDR) Brachytherapy of Pancreas using Cesium 137 (Cs-137)
DF13B8Z Low Dose Rate (LDR) Brachytherapy of Pancreas using Iridium 192 (Ir-192)
DF13B9Z Low Dose Rate (LDR) Brachytherapy of Pancreas using Iodine 125 (I-125)
DF13BB1 Low Dose Rate (LDR) Brachytherapy of Pancreas using Palladium 103 (Pd-103), Unidirectional Source
DF13BBZ Low Dose Rate (LDR) Brachytherapy of Pancreas using Palladium 103 (Pd-103)
DF13BCZ Low Dose Rate (LDR) Brachytherapy of Pancreas using Californium 252 (Cf-252)
DF13BYZ Low Dose Rate (LDR) Brachytherapy of Pancreas using Other Isotope
DF20DZZ Stereotactic Other Photon Radiosurgery of Liver
DF20HZZ Stereotactic Particulate Radiosurgery of Liver
DF20JZZ Stereotactic Gamma Beam Radiosurgery of Liver
DF21DZZ Stereotactic Other Photon Radiosurgery of Gallbladder
DF21HZZ Stereotactic Particulate Radiosurgery of Gallbladder
DF21JZZ Stereotactic Gamma Beam Radiosurgery of Gallbladder
DF22DZZ Stereotactic Other Photon Radiosurgery of Bile Ducts
DF22HZZ Stereotactic Particulate Radiosurgery of Bile Ducts
DF22JZZ Stereotactic Gamma Beam Radiosurgery of Bile Ducts
DF23DZZ Stereotactic Other Photon Radiosurgery of Pancreas
DF23HZZ Stereotactic Particulate Radiosurgery of Pancreas
DF23JZZ Stereotactic Gamma Beam Radiosurgery of Pancreas
DFY07ZZ Contact Radiation of Liver
DFY08ZZ Hyperthermia of Liver
DFY0CZZ Intraoperative Radiation Therapy (IORT) of Liver
DFY0FZZ Plaque Radiation of Liver
DFY0KZZ Laser Interstitial Thermal Therapy of Liver
DFY17ZZ Contact Radiation of Gallbladder
DFY18ZZ Hyperthermia of Gallbladder
DFY1CZZ Intraoperative Radiation Therapy (IORT) of Gallbladder
DFY1FZZ Plaque Radiation of Gallbladder
DFY1KZZ Laser Interstitial Thermal Therapy of Gallbladder
DFY27ZZ Contact Radiation of Bile Ducts
DFY28ZZ Hyperthermia of Bile Ducts
DFY2CZZ Intraoperative Radiation Therapy (IORT) of Bile Ducts
DFY2FZZ Plaque Radiation of Bile Ducts
DFY2KZZ Laser Interstitial Thermal Therapy of Bile Ducts
DFY37ZZ Contact Radiation of Pancreas
DFY38ZZ Hyperthermia of Pancreas
DFY3CZZ Intraoperative Radiation Therapy (IORT) of Pancreas
DFY3FZZ Plaque Radiation of Pancreas
DFY3KZZ Laser Interstitial Thermal Therapy of Pancreas
DG000ZZ Beam Radiation of Pituitary Gland using Photons <1 MeV
DG001ZZ Beam Radiation of Pituitary Gland using Photons 1 - 10 MeV
DG002ZZ Beam Radiation of Pituitary Gland using Photons >10 MeV
DG003Z0 Beam Radiation of Pituitary Gland using Electrons, Intraoperative
DG003ZZ Beam Radiation of Pituitary Gland using Electrons
DG005ZZ Beam Radiation of Pituitary Gland using Neutrons
DG006ZZ Beam Radiation of Pituitary Gland using Neutron Capture
DG010ZZ Beam Radiation of Pineal Body using Photons <1 MeV
DG011ZZ Beam Radiation of Pineal Body using Photons 1 - 10 MeV
